nm_municipio,votos_deputado,valor_emenda,market_share,idh,populacao,votos_per_capita,emenda_per_capita,categoria_idh
DUARTINA,3,0.0,6.652769769814166e-05,0.748,12234.0,0.0002452182442373713,0.0,Alto
DUMONT,5,0.0,0.00011087949616356944,0.744,8284.0,0.0006035731530661516,0.0,Alto
ECHAPORA,5,0.0,0.00011087949616356944,0.745,6279.0,0.0007963051441312311,0.0,Alto
ELDORADO,4,0.0,8.870359693085554e-05,0.691,14680.0,0.00027247956403269756,0.0,Médio
ELIAS FAUSTO,3,0.0,6.652769769814166e-05,0.695,15920.0,0.00018844221105527637,0.0,Médio
EMBU DAS ARTES,143,0.0,0.003171153590278086,,,,,
EMBU-GUACU,30,0.0,0.0006652769769814166,0.749,63219.0,0.0004745408816969582,0.0,Alto
ESTRELA D OESTE,5,0.0,0.00011087949616356944,,,,,
ESTRELA DO NORTE,0,0.0,0.0,0.74,2661.0,0.0,0.0,Alto
FARTURA,11,0.0,0.00024393489155985276,0.732,15344.0,0.0007168925964546402,0.0,Alto
FERNANDOPOLIS,38,0.0,0.0008426841708431277,0.797,64931.0,0.0005852366358134019,0.0,Alto
FERNANDO PRESTES,1,0.0,2.2175899232713886e-05,0.758,5542.0,0.00018044027426921688,0.0,Alto
FERRAZ DE VASCONCELOS,76,0.0,0.0016853683416862555,0.738,170297.0,0.0004462791476068281,0.0,Alto
FLORA RICA,0,0.0,0.0,0.727,1720.0,0.0,0.0,Alto
FLOREAL,1,0.0,2.2175899232713886e-05,0.747,2987.0,0.00033478406427854036,0.0,Alto
FLORIDA PAULISTA,6,0.0,0.00013305539539628332,0.715,12982.0,0.00046217840086273303,0.0,Alto
FLORINEA,0,0.0,0.0,,,,,
FRANCA,10535,0.0,0.2336230984166408,0.78,321012.0,0.03281808779734091,0.0,Alto
FRANCISCO MORATO,53,0.0,0.001175322659333836,0.703,156064.0,0.00033960426491695716,0.0,Alto
FRANCO DA ROCHA,58,0.0,0.0012862021554974055,0.731,133407.0,0.00043475979521314474,0.0,Alto
GABRIEL MONTEIRO,0,0.0,0.0,0.763,2707.0,0.0,0.0,Alto
GALIA,0,0.0,0.0,0.709,6947.0,0.0,0.0,Alto
GARCA,19,0.0,0.00042134208542156387,0.769,43112.0,0.0004407125626275747,0.0,Alto
GASTAO VIDIGAL,0,0.0,0.0,0.723,4240.0,0.0,0.0,Alto
GENERAL SALGADO,5,0.0,0.00011087949616356944,0.747,10658.0,0.0004691311690748733,0.0,Alto
GETULINA,6,0.0,0.00013305539539628332,0.717,10796.0,0.0005557613931085587,0.0,Alto
GLICERIO,0,0.0,0.0,0.735,4576.0,0.0,0.0,Alto
GUAICARA,6,0.0,0.00013305539539628332,0.739,10782.0,0.0005564830272676684,0.0,Alto
GUAIMBE,0,0.0,0.0,0.728,5442.0,0.0,0.0,Alto
GUAIRA,75,0.0,0.0016631924424535414,0.753,37619.0,0.0019936734097131766,0.0,Alto
GUAPIACU,13,0.0,0.0002882866900252805,0.725,18160.0,0.0007158590308370044,0.0,Alto
GUAPIARA,0,0.0,0.0,0.675,17866.0,0.0,0.0,Médio
GUARA,75,0.0,0.0016631924424535414,0.718,19931.0,0.0037629822888966937,0.0,Alto
GUARACAI,0,0.0,0.0,0.719,8400.0,0.0,0.0,Alto
GUARACI,3,0.0,6.652769769814166e-05,0.737,10063.0,0.00029812183245553017,0.0,Alto
GUARANI D OESTE,0,0.0,0.0,,,,,
GUARANTA,1,0.0,2.2175899232713886e-05,0.713,6411.0,0.00015598190609889253,0.0,Alto
GUARARAPES,19,0.0,0.00042134208542156387,0.763,30732.0,0.0006182480801770142,0.0,Alto
GUARAREMA,19,0.0,0.00042134208542156387,0.731,26147.0,0.000726660802386507,0.0,Alto
GUARATINGUETA,85,0.0,0.0018849514347806804,0.798,112675.0,0.0007543820723319282,0.0,Alto
GUAREI,1,99971.0,2.2175899232713886e-05,0.687,14901.0,6.710958996040534e-05,6.709012817931683,Médio
GUARIBA,21,0.0,0.00046569388388699164,0.719,35824.0,0.000586199196069674,0.0,Alto
GUARUJA,127,0.0,0.0028163392025546637,0.751,292744.0,0.00043382614161178366,0.0,Alto
GUARULHOS,746,0.0,0.01654322082760456,0.763,1233436.0,0.0006048145181428141,0.0,Alto
GUZOLANDIA,2,0.0,4.435179846542777e-05,0.697,4790.0,0.0004175365344467641,0.0,Médio
HERCULANDIA,6,0.0,0.00013305539539628332,0.727,8751.0,0.0006856359273225917,0.0,Alto
IACANGA,6,0.0,0.00013305539539628332,0.745,10146.0,0.0005913660555884093,0.0,Alto
IACRI,18,0.0,0.00039916618618884993,0.733,6392.0,0.002816020025031289,0.0,Alto
IBATE,15,0.0,0.0003326384884907083,0.703,31062.0,0.0004829051574270813,0.0,Alto
IBIRA,6,0.0,0.00013305539539628332,0.74,11008.0,0.0005450581395348837,0.0,Alto
IBIRAREMA,3,0.0,6.652769769814166e-05,0.708,6804.0,0.0004409171075837742,0.0,Alto
IBITINGA,33,0.0,0.0007318046746795583,0.747,53660.0,0.0006149832277301528,0.0,Alto
IBIUNA,31,0.0,0.0006874528762141305,0.71,71742.0,0.00043210392796409357,0.0,Alto
ICEM,2,0.0,4.435179846542777e-05,0.72,7515.0,0.0002661343978709248,0.0,Alto
IEPE,1,0.0,2.2175899232713886e-05,0.736,7657.0,0.0001305994514823038,0.0,Alto
IGARACU DO TIETE,58,0.0,0.0012862021554974055,0.727,23420.0,0.002476515798462852,0.0,Alto
IGARAPAVA,83,0.0,0.0018405996363152525,0.768,28108.0,0.002952895972676818,0.0,Alto
IGARATA,0,0.0,0.0,0.711,8873.0,0.0,0.0,Alto
IGUAPE,3,0.0,6.652769769814166e-05,0.726,28950.0,0.00010362694300518135,0.0,Alto
ILHABELA,22,0.0,0.0004878697831197055,0.756,28761.0,0.0007649247244532526,0.0,Alto
INDAIATUBA,127,0.0,0.0028163392025546637,0.788,205808.0,0.0006170799968903055,0.0,Alto
INDIANA,4,0.0,8.870359693085554e-05,0.761,4817.0,0.0008303923603902845,0.0,Alto
INDIAPORA,0,0.0,0.0,0.751,3892.0,0.0,0.0,Alto
INUBIA PAULISTA,3,0.0,6.652769769814166e-05,0.759,3654.0,0.0008210180623973727,0.0,Alto
IPAUSSU,11,0.0,0.00024393489155985276,0.727,13749.0,0.0008000581860498945,0.0,Alto
IPERO,3,0.0,6.652769769814166e-05,0.719,29062.0,0.00010322758241001996,0.0,Alto
IPEUNA,1,0.0,2.2175899232713886e-05,0.753,6145.0,0.00016273393002441008,0.0,Alto
IPORANGA,0,0.0,0.0,0.703,4279.0,0.0,0.0,Alto
IPUA,48,0.0,0.0010644431631702666,0.749,14323.0,0.0033512532290721217,0.0,Alto
IRACEMAPOLIS,12,0.0,0.00026611079079256664,0.776,20373.0,0.0005890148726255338,0.0,Alto
IRAPUA,3,0.0,6.652769769814166e-05,0.713,7323.0,0.00040966816878328555,0.0,Alto
IRAPURU,4,0.0,8.870359693085554e-05,0.712,7815.0,0.0005118362124120282,0.0,Alto
ITABERA,3,0.0,6.652769769814166e-05,0.693,17778.0,0.00016874789065136686,0.0,Médio
ITAI,6,0.0,0.00013305539539628332,0.713,24236.0,0.0002475656048852946,0.0,Alto
ITAJOBI,1,0.0,2.2175899232713886e-05,0.73,14582.0,6.857769853243725e-05,0.0,Alto
ITAJU,0,0.0,0.0,0.705,3293.0,0.0,0.0,Alto
ITANHAEM,56,0.0,0.0012418503570319776,0.745,88214.0,0.0006348198698619266,0.0,Alto
ITAPECERICA DA SERRA,79,0.0,0.001751896039384397,0.742,154374.0,0.0005117442056304818,0.0,Alto
ITAPETININGA,49,0.0,0.0010866190624029804,0.763,145822.0,0.00033602611402943315,0.0,Alto
ITAPEVA,37,999246.2,0.0008205082716104138,0.732,88129.0,0.0004198390995018666,11.338449318612488,Alto
ITAPEVI,70,0.0,0.001552312946289972,0.735,203712.0,0.0003436223688344329,0.0,Alto
ITAPIRA,47,0.0,0.0010422672639375527,0.762,68934.0,0.0006818115878956683,0.0,Alto
ITAPOLIS,29,0.0,0.0006431010777487027,0.744,40228.0,0.0007208909217460475,0.0,Alto
ITAPORANGA,2,0.0,4.435179846542777e-05,0.719,14564.0,0.00013732491073880802,0.0,Alto
ITAPUI,9,0.0,0.00019958309309442497,0.725,12312.0,0.0007309941520467836,0.0,Alto
ITAPURA,4,0.0,8.870359693085554e-05,0.72,4397.0,0.0009097111667045713,0.0,Alto
ITAQUAQUECETUBA,134,0.0,0.0029715704971836608,0.714,325518.0,0.00041165158301537856,0.0,Alto
ITARARE,20,596100.04,0.00044351798465427775,0.703,48040.0,0.00041631973355537054,12.408410491257287,Alto
ITARIRI,1,0.0,2.2175899232713886e-05,0.677,15614.0,6.40450877417702e-05,0.0,Médio
ITATIBA,78,0.0,0.0017297201401516831,0.778,103028.0,0.0007570757463990372,0.0,Alto
ITATINGA,11,0.0,0.00024393489155985276,0.706,18253.0,0.0006026406618090177,0.0,Alto
ITIRAPINA,1,0.0,2.2175899232713886e-05,0.724,15731.0,6.356874960269532e-05,0.0,Alto
ITIRAPUA,102,0.0,0.0022619417217368165,0.707,5953.0,0.0171342180413237,0.0,Alto
ITOBI,1,0.0,2.2175899232713886e-05,0.717,7553.0,0.00013239772275916854,0.0,Alto
ITU,128,0.0,0.0028385151017873774,0.773,155589.0,0.0008226802665998239,0.0,Alto
ITUPEVA,37,0.0,0.0008205082716104138,0.762,46294.0,0.0007992396422862574,0.0,Alto
ITUVERAVA,60,0.0,0.0013305539539628332,0.765,38882.0,0.001543130497402397,0.0,Alto
JABORANDI,0,0.0,0.0,0.711,6605.0,0.0,0.0,Alto
JABOTICABAL,123,0.0,0.002727635605623808,0.778,71989.0,0.0017085943685840892,0.0,Alto
JACAREI,108,0.0,0.0023949971171331,0.777,212744.0,0.0005076523897266198,0.0,Alto
JACI,3,0.0,6.652769769814166e-05,0.723,5776.0,0.0005193905817174516,0.0,Alto
JACUPIRANGA,10,0.0,0.00022175899232713888,0.717,17221.0,0.0005806863712908659,0.0,Alto
JAGUARIUNA,62,0.0,0.001374905752428261,0.784,45441.0,0.001364406593164763,0.0,Alto
JALES,28,0.0,0.0006209251785159888,0.776,47076.0,0.0005947829042399524,0.0,Alto
JAMBEIRO,0,0.0,0.0,0.756,5454.0,0.0,0.0,Alto
JANDIRA,57,0.0,0.0012640262562646915,0.76,109614.0,0.0005200065685040232,0.0,Alto
JARDINOPOLIS,46,0.0,0.0010200913647048387,0.735,38194.0,0.0012043776509399382,0.0,Alto
JARINU,14,0.0,0.0003104625892579944,0.733,24370.0,0.0005744768157570784,0.0,Alto
JAU,117,0.0,0.0025945802102275246,0.778,132494.0,0.0008830588554953432,0.0,Alto
JERIQUARA,27,0.0,0.000598749279283275,0.703,3151.0,0.00856870834655665,0.0,Alto
JOANOPOLIS,1,0.0,2.2175899232713886e-05,0.699,11873.0,8.4224711530363e-05,0.0,Médio
JOAO RAMALHO,2,0.0,4.435179846542777e-05,0.741,4174.0,0.0004791566842357451,0.0,Alto
JOSE BONIFACIO,24,0.0,0.0005322215815851333,0.777,33074.0,0.0007256455221624237,0.0,Alto
JULIO MESQUITA,0,0.0,0.0,0.716,4451.0,0.0,0.0,Alto
JUNDIAI,323,0.0,0.007162815452166586,0.822,373713.0,0.0008642996095934581,0.0,Muito Alto
JUNQUEIROPOLIS,4,0.0,8.870359693085554e-05,0.745,18859.0,0.00021210032345299326,0.0,Alto
JUQUIA,1,0.0,2.2175899232713886e-05,0.7,19149.0,5.2222048148728395e-05,0.0,Médio
JUQUITIBA,17,0.0,0.00037699028695613605,0.709,28912.0,0.0005879911455451024,0.0,Alto
LAGOINHA,2,0.0,4.435179846542777e-05,0.693,4833.0,0.0004138216428719222,0.0,Médio
LARANJAL PAULISTA,11,99576.0,0.00024393489155985276,0.729,25490.0,0.0004315417810906238,3.9064731267163593,Alto
LAVINIA,0,0.0,0.0,0.721,9060.0,0.0,0.0,Alto
LAVRINHAS,2,0.0,4.435179846542777e-05,0.729,6635.0,0.0003014318010550113,0.0,Alto
LEME,87,0.0,0.001929303233246108,0.744,92601.0,0.0009395146920659604,0.0,Alto
LENCOIS PAULISTA,52,0.0,0.001153146760101122,0.764,61919.0,0.000839806844425782,0.0,Alto
LIMEIRA,208,0.0,0.004612587040404488,0.775,278093.0,0.0007479512249499268,0.0,Alto
LINDOIA,6,0.0,0.00013305539539628332,0.742,6814.0,0.0008805400645729381,0.0,Alto
LINS,67,0.0,0.0014857852485918304,0.786,71853.0,0.0009324593266808623,0.0,Alto
LORENA,62,0.0,0.001374905752428261,0.766,82887.0,0.0007480063218598815,0.0,Alto
LOUVEIRA,31,0.0,0.0006874528762141305,0.777,38140.0,0.0008127949659150498,0.0,Alto
LUCELIA,15,0.0,0.0003326384884907083,0.752,20003.0,0.0007498875168724692,0.0,Alto
LUCIANOPOLIS,1,0.0,2.2175899232713886e-05,0.733,2257.0,0.00044306601683650863,0.0,Alto
LUIS ANTONIO,11,0.0,0.00024393489155985276,0.731,11603.0,0.0009480306817202448,0.0,Alto
LUIZIANIA,0,0.0,0.0,0.702,5089.0,0.0,0.0,Alto
LUPERCIO,2,0.0,4.435179846542777e-05,0.724,4363.0,0.00045840018336007336,0.0,Alto
LUTECIA,5,0.0,0.00011087949616356944,0.72,2700.0,0.001851851851851852,0.0,Alto
MACATUBA,8,0.0,0.00017740719386171109,0.77,16298.0,0.0004908577739599951,0.0,Alto
MACAUBAL,2,0.0,4.435179846542777e-05,0.743,7685.0,0.0002602472348731295,0.0,Alto
MACEDONIA,1,0.0,2.2175899232713886e-05,0.74,3657.0,0.00027344818156959256,0.0,Alto
MAGDA,1,0.0,2.2175899232713886e-05,0.753,3184.0,0.000314070351758794,0.0,Alto
MAIRINQUE,36,0.0,0.0007983323723776999,0.743,43473.0,0.0008281002001242151,0.0,Alto
MAIRIPORA,47,500000.0,0.0010422672639375527,0.788,82556.0,0.0005693105286108823,6.056494985222153,Alto
MANDURI,3,0.0,6.652769769814166e-05,0.739,9048.0,0.0003315649867374005,0.0,Alto
MARABA PAULISTA,0,0.0,0.0,0.677,4898.0,0.0,0.0,Médio
MARACAI,5,0.0,0.00011087949616356944,0.771,13358.0,0.00037430753106752507,0.0,Alto
MARIAPOLIS,3,0.0,6.652769769814166e-05,0.718,3921.0,0.0007651109410864575,0.0,Alto
MARILIA,159,0.0,0.003525967978001508,0.798,218229.0,0.0007285924418844425,0.0,Alto
MARINOPOLIS,2,0.0,4.435179846542777e-05,0.731,2107.0,0.0009492168960607499,0.0,Alto
MARTINOPOLIS,11,0.0,0.00024393489155985276,0.721,24363.0,0.0004515043303369864,0.0,Alto
MATAO,54,0.0,0.00119749855856655,0.773,77173.0,0.000699726588314566,0.0,Alto
MAUA,158,0.0,0.003503792078768794,0.766,421184.0,0.0003751329585169427,0.0,Alto
MENDONCA,5,0.0,0.00011087949616356944,0.744,4708.0,0.0010620220900594733,0.0,Alto
MERIDIANO,3,0.0,6.652769769814166e-05,0.731,3842.0,0.0007808433107756377,0.0,Alto
MIGUELOPOLIS,55,0.0,0.0012196744577992638,0.741,20561.0,0.0026749671708574487,0.0,Alto
MINEIROS DO TIETE,13,0.0,0.0002882866900252805,0.73,12087.0,0.0010755356995118723,0.0,Alto
MIRACATU,2,0.0,4.435179846542777e-05,0.697,20455.0,9.777560498655585e-05,0.0,Médio
MIRA ESTRELA,0,0.0,0.0,0.743,2838.0,0.0,0.0,Alto
MIRANDOPOLIS,2,0.0,4.435179846542777e-05,0.751,27602.0,7.245851749873198e-05,0.0,Alto
MIRANTE DO PARANAPANEMA,13,0.0,0.0002882866900252805,0.724,17124.0,0.0007591684185937865,0.0,Alto
MIRASSOL,51,0.0,0.0011309708608684083,0.762,54212.0,0.0009407511252121301,0.0,Alto
MIRASSOLANDIA,1,0.0,2.2175899232713886e-05,0.738,4338.0,0.0002305209774089442,0.0,Alto
MOCOCA,57,0.0,0.0012640262562646915,0.762,66345.0,0.0008591453764413295,0.0,Alto
MOGI DAS CRUZES,232,0.0,0.005144808621989622,0.783,392196.0,0.0005915409642117716,0.0,Alto
MOGI GUACU,119,0.0,0.0026389320086929527,0.774,138245.0,0.0008607906253390719,0.0,Alto
MOGI MIRIM,74,0.0,0.0016410165432208276,0.784,,,,Alto
MOMBUCA,4,0.0,8.870359693085554e-05,0.719,3279.0,0.001219884111009454,0.0,Alto
MONCOES,0,0.0,0.0,0.772,2138.0,0.0,0.0,Alto
MONGAGUA,20,0.0,0.00044351798465427775,0.754,47153.0,0.0004241511674760885,0.0,Alto
MONTE ALEGRE DO SUL,2,0.0,4.435179846542777e-05,0.759,7216.0,0.0002771618625277162,0.0,Alto
MONTE ALTO,50,0.0,0.0011087949616356942,0.768,46875.0,0.0010666666666666667,0.0,Alto
MONTE APRAZIVEL,16,0.0,0.00035481438772342217,0.785,22002.0,0.00072720661758022,0.0,Alto
MONTE AZUL PAULISTA,22,0.0,0.0004878697831197055,0.753,18884.0,0.0011650074136835417,0.0,Alto
MONTE CASTELO,1,0.0,2.2175899232713886e-05,0.741,4062.0,0.0002461841457410143,0.0,Alto
MONTEIRO LOBATO,6,0.0,0.00013305539539628332,0.71,4159.0,0.001442654484251022,0.0,Alto
MONTE MOR,30,0.0,0.0006652769769814166,0.733,49841.0,0.0006019140867960113,0.0,Alto
MORRO AGUDO,26,0.0,0.000576573380050561,0.712,29400.0,0.0008843537414965987,0.0,Alto
MORUNGABA,12,0.0,0.00026611079079256664,0.715,11912.0,0.0010073875083948958,0.0,Alto
MURUTINGA DO SUL,0,0.0,0.0,0.726,4203.0,0.0,0.0,Alto
NARANDIBA,2,0.0,4.435179846542777e-05,0.718,4330.0,0.00046189376443418013,0.0,Alto
NATIVIDADE DA SERRA,0,0.0,0.0,0.655,6657.0,0.0,0.0,Médio
NAZARE PAULISTA,10,0.0,0.00022175899232713888,0.678,16568.0,0.0006035731530661516,0.0,Médio
NEVES PAULISTA,6,0.0,0.00013305539539628332,0.754,8762.0,0.0006847751654873316,0.0,Alto
NHANDEARA,2,0.0,4.435179846542777e-05,0.751,10766.0,0.0001857700167193015,0.0,Alto
NIPOA,0,0.0,0.0,0.713,4352.0,0.0,0.0,Alto
NOVA ALIANCA,1,0.0,2.2175899232713886e-05,0.738,5978.0,0.00016728002676480428,0.0,Alto
NOVA EUROPA,1,0.0,2.2175899232713886e-05,0.765,9453.0,0.00010578652279699566,0.0,Alto
NOVA GRANADA,16,0.0,0.00035481438772342217,0.739,19346.0,0.0008270443502532823,0.0,Alto
NOVA GUATAPORANGA,0,0.0,0.0,0.726,2184.0,0.0,0.0,Alto
NOVA INDEPENDENCIA,2,0.0,4.435179846542777e-05,0.735,3146.0,0.0006357279084551812,0.0,Alto
NOVA LUZITANIA,0,0.0,0.0,0.743,3495.0,0.0,0.0,Alto
NOVA ODESSA,45,0.0,0.0009979154654721249,0.791,51946.0,0.00086628421822662,0.0,Alto
NOVO HORIZONTE,10,0.0,0.00022175899232713888,0.753,36913.0,0.0002709072684420123,0.0,Alto
NUPORANGA,18,0.0,0.00039916618618884993,0.746,6856.0,0.0026254375729288216,0.0,Alto
OCAUCU,4,0.0,8.870359693085554e-05,0.717,4163.0,0.0009608455440787893,0.0,Alto
OLEO,3,0.0,6.652769769814166e-05,0.73,2649.0,0.0011325028312570782,0.0,Alto
OLIMPIA,48,0.0,0.0010644431631702666,0.773,50332.0,0.0009536676468250815,0.0,Alto
ONDA VERDE,5,0.0,0.00011087949616356944,0.738,3921.0,0.0012751849018107625,0.0,Alto
ORIENTE,4,0.0,8.870359693085554e-05,0.77,6120.0,0.00065359477124183,0.0,Alto
ORINDIUVA,3,0.0,6.652769769814166e-05,0.767,5792.0,0.0005179558011049724,0.0,Alto
ORLANDIA,59,0.0,0.0013083780547301193,0.78,40071.0,0.0014723865139377604,0.0,Alto
OSASCO,560,0.0,0.012418503570319777,0.776,667826.0,0.0008385417758517938,0.0,Alto
OSCAR BRESSANE,0,0.0,0.0,0.749,2536.0,0.0,0.0,Alto
OSVALDO CRUZ,32,0.0,0.0007096287754468443,0.762,31015.0,0.001031758826374335,0.0,Alto
OURINHOS,45,0.0,0.0009979154654721249,0.778,103739.0,0.0004337809309902737,0.0,Alto
OURO VERDE,0,0.0,0.0,0.692,7851.0,0.0,0.0,Médio
PACAEMBU,5,0.0,0.00011087949616356944,0.725,13281.0,0.00037647767487388,0.0,Alto
PALESTINA,8,250000.0,0.00017740719386171109,0.732,11201.0,0.0007142219444692438,22.31943576466387,Alto
PALMARES PAULISTA,15,0.0,0.0003326384884907083,0.722,11126.0,0.0013481934208161065,0.0,Alto
PALMEIRA D OESTE,5,0.0,0.00011087949616356944,,,,,
PALMITAL,7,0.0,0.0001552312946289972,0.746,21224.0,0.00032981530343007914,0.0,Alto
PANORAMA,3,0.0,6.652769769814166e-05,0.722,14655.0,0.00020470829068577277,0.0,Alto
PARAGUACU PAULISTA,11,0.0,0.00024393489155985276,0.762,42483.0,0.00025892710025186545,0.0,Alto
PARAIBUNA,3,0.0,6.652769769814166e-05,0.719,17418.0,0.0001722356183258698,0.0,Alto
PARAISO,0,0.0,0.0,0.749,5934.0,0.0,0.0,Alto
PARANAPANEMA,12,0.0,0.00026611079079256664,0.717,17985.0,0.0006672226855713094,0.0,Alto
PARANAPUA,5,0.0,0.00011087949616356944,0.732,3830.0,0.0013054830287206266,0.0,Alto
PARAPUA,3,0.0,6.652769769814166e-05,0.737,10825.0,0.0002771362586605081,0.0,Alto
PARDINHO,3,0.0,6.652769769814166e-05,0.727,5648.0,0.0005311614730878187,0.0,Alto
PARIQUERA-ACU,10,0.0,0.00022175899232713888,0.736,18508.0,0.0005403068943159715,0.0,Alto
PATROCINIO PAULISTA,235,0.0,0.005211336319687764,0.73,13122.0,0.01790885535741503,0.0,Alto
